template_id,template,n_examples
945,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C;D1;H3:15]-[N;H0;D3;+0:14](-[C;D1;H3:16])-[C;D1;H3:17].[C:12]-[CH;D2;+0:13]=[O;H0;D1;+0:19].[OH2;D0;+0:18]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[CH2;D2;+0:13]-[N+;H0;D4:14](-[C;D1;H3:15])(-[C;D1;H3:16])-[C;D1;H3:17].[O;H0;D1;+0:18]=[O;H0;D1;+0:19],2
946,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[OH;D1;+0:15])-[C:14].[OH2;D0;+0:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[CH2;D2;+0:13]-[C:14].[O;H0;D1;+0:15]=[O;H0;D1;+0:16],2
947,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C;D1;H3:12]/[C:13]=[C:14]/[CH2;D2;+0:15]-[OH;D1;+0:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C;D1;H3:12]/[C:13]=[C:14]/[CH;D2;+0:15]=[O;H0;D1;+0:16],2
948,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D2;+0:13]=[O;D1;H0:14].[C:16]-[SH;D1;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;D1;H0:14])-[S;H0;D2;+0:15]-[C:16],2
949,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[O;D1;H0:12]=[C:13]-[C;H0;D3;+0:14](=[O;H0;D1;+0:15])-[c:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[O;D1;H0:12]=[C:13]-[C@H;D3;+0:14](-[OH;D1;+0:15])-[c:16],2
950,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C@@H;D3;+0:15](-[C;D1;H3:16])-[C:20].[O;D1;H0:18]=[C;H0;D2;+0:17]=[O;H0;D1;+0:19]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]-[C@H;D3;+0:13](-[OH;D1;+0:14])-[C@@;H0;D4;+0:15](-[C;D1;H3:16])(-[C;H0;D3;+0:17](=[O;D1;H0:18])-[OH;D1;+0:19])-[C:20],2
951,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[S;H0;D2;+0:13]-[C;D1;H3:14].[OH2;D0;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[S;H0;D3;+0:13](-[C;D1;H3:14])=[O;H0;D1;+0:15],2
952,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[CH;D3;+0:5](-[OH;D1;+0:6])-[C:7](-[#8:8])=[O;D1;H0:9].[#8:10]-[C:11]-[n+;H0;D3:12]1:[cH;D2;+0:13]:[c;H0;D3;+0:14](-[C:15](-[N;D1;H2:16])=[O;D1;H0:17]):[cH;D2;+0:18]:[cH;D2;+0:19]:[cH;D2;+0:20]:1>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[C:7](-[#8:8])=[O;D1;H0:9].[#8:10]-[C:11]-[N;H0;D3;+0:12]1-[CH;D2;+0:13]=[C;H0;D3;+0:14](-[C:15](-[N;D1;H2:16])=[O;D1;H0:17])-[CH2;D2;+0:18]-[CH;D2;+0:19]=[CH;D2;+0:20]-1,2
953,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH2;D2;+0:13]-[O;H0;D2;+0:18]-[C;H0;D3;+0:14](=[O;D1;H0:15])-[C:16].[OH2;D0;+0:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[CH2;D2;+0:13]-[C;H0;D3;+0:14](=[O;D1;H0:15])-[C:16].[O;H0;D1;+0:17]=[O;H0;D1;+0:18],2
954,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]/[C:13]=[C:14](\[C;D1;H3:15])-[CH2;D2;+0:16]-[OH;D1;+0:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]/[C:13]=[C:14](\[C;D1;H3:15])-[CH;D2;+0:16]=[O;H0;D1;+0:17],2
955,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]/[CH;D2;+0:13]=[CH;D2;+0:14]\[C:15]=[O;D1;H0:16]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH2;D2;+0:13]-[CH2;D2;+0:14]-[C:15]=[O;D1;H0:16],2
956,[#1;H0;D0;+1].[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D3;+0:4](-[C:5])=[O;H0;D1;+0:6].[#8:7]-[C:8]-[N;H0;D3;+0:9]1-[CH;D2;+0:10]=[CH;D2;+0:11]-[CH2;D2;+0:12]-[C;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16])=[CH;D2;+0:17]-1>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[C:5])-[OH;D1;+0:6].[#8:7]-[C:8]-[n+;H0;D3:9]1:[cH;D2;+0:10]:[cH;D2;+0:11]:[cH;D2;+0:12]:[c;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16]):[cH;D2;+0:17]:1,2
957,[#7:1]-[CH2;D2;+0:2]-[C:3].[C:5]-[OH;D1;+0:4].[#8:6]-[C:7]-[n+;H0;D3:8]1:[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:[c;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15]):[cH;D2;+0:16]:1>>[#7:1]-[C@@H;D3;+0:2](-[C:3])-[O;H0;D2;+0:4]-[C:5].[#8:6]-[C:7]-[N;H0;D3;+0:8]1-[CH;D2;+0:9]=[CH;D2;+0:10]-[CH2;D2;+0:11]-[C;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15])=[CH;D2;+0:16]-1,2
958,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[CH3;D1;+0:12]-[CH;D3;+0:13]1-[#8:14]-[C:15]=[C:16]-[C:17]-1=[O;D1;H0:18]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[CH2;D1;+0:12]=[C;H0;D3;+0:13]1-[#8:14]-[C:15]=[C:16]-[C:17]-1=[O;D1;H0:18],2
959,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[OH;D1;+0:12]-[CH2;D2;+0:13]/[C:14]=[C:15]/[c:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[O;H0;D1;+0:12]=[CH;D2;+0:13]/[C:14]=[C:15]/[c:16],2
960,[#7;a:1]:[c:2]-[CH2;D2;+0:3]-[OH;D1;+0:4].[#8:5]-[C:6]-[n+;H0;D3:7]1:[cH;D2;+0:8]:[cH;D2;+0:9]:[cH;D2;+0:10]:[c;H0;D3;+0:11](-[C:12](-[N;D1;H2:13])=[O;D1;H0:14]):[cH;D2;+0:15]:1>>[#7;a:1]:[c:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[#8:5]-[C:6]-[N;H0;D3;+0:7]1-[CH;D2;+0:8]=[CH;D2;+0:9]-[CH2;D2;+0:10]-[C;H0;D3;+0:11](-[C:12](-[N;D1;H2:13])=[O;D1;H0:14])=[CH;D2;+0:15]-1,2
961,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[O;H0;D1;+0:12]=[C;H0;D3;+0:13]1-[C:14]=[C:15]-[C:16]=[C:17]-[C:18]-1>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[OH;D1;+0:12]-[C@H;D3;+0:13]1-[C:14]=[C:15]-[C:16]=[C:17]-[C:18]-1,2
962,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13]1-[O;H0;D2;+0:18]-[C;H0;D4;+0:14]-1(-[C;D1;H3:15])-[C;D1;H3:16].[OH2;D0;+0:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[CH;D2;+0:13]=[C;H0;D3;+0:14](-[C;D1;H3:15])-[C;D1;H3:16].[O;H0;D1;+0:17]=[O;H0;D1;+0:18],2
963,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH2;D2;+0:13]-[C@H;D3;+0:14](-[C;D1;H3:15])-[C:16]=[O;D1;H0:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[CH;D2;+0:13]=[C;H0;D3;+0:14](-[C;D1;H3:15])-[C:16]=[O;D1;H0:17],2
964,[C:1]/[C;H0;D3;+0:2](=[CH;D2;+0:3]/[CH;D2;+0:4]=[CH;D2;+0:5]\[C;H0;D3;+0:6](-[O;D1;H1:7])=[O;H0;D1;+0:10])-[C;H0;D3;+0:8](-[O;D1;H1:9])=[O;H0;D1;+0:11]>>[C:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[cH;D2;+0:4]:[cH;D2;+0:5]:[c;H0;D3;+0:6](-[O;D1;H1:7]):[c;H0;D3;+0:8]:1-[O;D1;H1:9].[O;H0;D1;+0:10]=[O;H0;D1;+0:11],2
965,[C:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10].[C:1]-[CH;D3;+0:2](-[N;D1;H2:3])-[OH;D1;+0:4]>>[C:1]-[C;H0;D3;+0:2](-[N;D1;H2:3])=[O;H0;D1;+0:4].[C:5]-[C@@H;D3;+0:6](-[OH;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],2
966,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[CH;D3;+0:15](-[C;D1;H3:16])-[O;D1;H1:17]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C;D1;H3:12]-[CH;D3;+0:13](-[OH;D1;+0:14])-[C@@H;D3;+0:15](-[C;D1;H3:16])-[O;D1;H1:17],2
967,[C;D1;H3:1]-[n+;H0;D3:2]1:[c:9]:[c;H0;D3;+0:7](:[c:8]):[c;H0;D3;+0:5](:[c:6]):[c:4]:[cH;D2;+0:3]:1.[OH;D1;+0:10]-[OH;D1;+0:11]>>[C;D1;H3:1]-[N;H0;D3;+0:2]1-[CH2;D2;+0:3]-[c:4]:[c;H0;D3;+0:5](:[c:6])-[c;H0;D3;+0:7](:[c:8]):[c:9]-1.[O;H0;D1;+0:10]=[O;H0;D1;+0:11],2
968,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13](-[C;D1;H3:14])-[NH2;D1;+0:16].[OH2;D0;+0:15]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C;D1;H3:14])=[O;H0;D1;+0:15].[NH3;D0;+0:16],2
969,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C;D1;H3:12]-[C@@H;D3;+0:13](-[C:17]=[O;D1;H0:18])-[CH2;D2;+0:14]-[C:15]=[O;D1;H0:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C;D1;H3:12]-[C;H0;D3;+0:13](=[CH;D2;+0:14]-[C:15]=[O;D1;H0:16])-[C:17]=[O;D1;H0:18],2
970,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](-[C:14](=[O;D1;H0:15])-[O;D1;H1:16])=[N;H0;D2;+0:17]-[C:18]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[CH;D3;+0:13](-[C:14](=[O;D1;H0:15])-[O;D1;H1:16])-[NH;D2;+0:17]-[C:18],2
971,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[c:4].[OH;D1;+0:5]-[OH;D1;+0:6]>>[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[c:4].[O;H0;D1;+0:5]=[O;H0;D1;+0:6],2
972,[#8;a:1]:[c:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[OH;D1;+0:5]-[OH;D1;+0:6]>>[#8;a:1]:[c:2]-[CH2;D2;+0:3]-[OH;D1;+0:4].[O;H0;D1;+0:5]=[O;H0;D1;+0:6],2
973,[#7;a:1]:[c:2]:[c:3]-[CH2;D2;+0:4]-[OH;D1;+0:5].[#8:6]-[C:7]-[n+;H0;D3:8]1:[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:[c;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15]):[cH;D2;+0:16]:1>>[#7;a:1]:[c:2]:[c:3]-[CH;D2;+0:4]=[O;H0;D1;+0:5].[#8:6]-[C:7]-[N;H0;D3;+0:8]1-[CH;D2;+0:9]=[CH;D2;+0:10]-[CH2;D2;+0:11]-[C;H0;D3;+0:12](-[C:13](-[N;D1;H2:14])=[O;D1;H0:15])=[CH;D2;+0:16]-1,2
974,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C@@H;D3;+0:13](-[OH;D1;+0:14])-[C:15]=[O;D1;H0:16]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[C:15]=[O;D1;H0:16],2
975,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[C:12]-[C;H0;D4;+0:13]1(-[C;D1;H3:14])-[CH;D3;+0:15](-[OH;D1;+0:16])-[C:17]-[C:18]-[CH;D3;+0:19]-1-[C:20]-[C:21]=[C:22]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[C:12]-[C@;H0;D4;+0:13]1(-[C;D1;H3:14])-[C;H0;D3;+0:15](=[O;H0;D1;+0:16])-[C:17]-[C:18]-[C@H;D3;+0:19]-1-[C:20]-[C:21]=[C:22],2
976,[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[C:12]=[C:13]-[C;H0;D3;+0:14](=[O;H0;D1;+0:15])-[C:16]-[C:17]=[C;D1;H2:18]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[C:12]=[C:13]-[C@H;D3;+0:14](-[OH;D1;+0:15])-[C:16]-[C:17]=[C;D1;H2:18],2
977,[C:6]-[S;H0;D2;+0:7]-[S;H0;D2;+0:2]-[C:1].[c:4]:[cH;D2;+0:3]:[c:5]>>[C:1]-[S;H0;D2;+0:2]-[c;H0;D3;+0:3](:[c:4]):[c:5].[C:6]-[SH;D1;+0:7],2
978,[#1;H0;D0;+1].[#1;H0;D0;+1].[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[C;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-1.[#8:12]-[C:13]-[N;H0;D3;+0:14]1-[CH;D2;+0:15]=[CH;D2;+0:16]-[CH2;D2;+0:17]-[C;H0;D3;+0:18](-[C:19](-[N;D1;H2:20])=[O;D1;H0:21])=[CH;D2;+0:22]-1.[c:26]-[N;H0;D2;+0:25]=[N;H0;D2;+0:23]-[c:24]>>[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[N;D1;H2:7])=[O;D1;H0:8]):[cH;D2;+0:9]:[cH;D2;+0:10]:[cH;D2;+0:11]:1.[#8:12]-[C:13]-[n+;H0;D3:14]1:[cH;D2;+0:15]:[cH;D2;+0:16]:[cH;D2;+0:17]:[c;H0;D3;+0:18](-[C:19](-[N;D1;H2:20])=[O;D1;H0:21]):[cH;D2;+0:22]:1.[NH2;D1;+0:23]-[c:24].[NH2;D1;+0:25]-[c:26],2
979,[#7;a:1]:[c:2]1:[c:3](:[c:4]:[#7;a:5])-[N;H0;D2;+0:6]=[C;H0;D3;+0:7](-[C:8])-[C:9]-[#7:10]-1.[#8:11]-[CH;D3;+0:12](-[C:13])-[OH;D1;+0:14].[OH2;D0;+0:15]>>[#7;a:1]:[c:2]1:[c:3](:[c:4]:[#7;a:5])-[NH;D2;+0:6]-[C@@H;D3;+0:7](-[C:8])-[C:9]-[#7:10]-1.[#8:11]-[CH2;D2;+0:12]-[C:13].[O;H0;D1;+0:14]=[O;H0;D1;+0:15],2
980,[#8:1]-[C:2](=[O;D1;H0:3])-[C@H;D3;+0:4](-[C:5])-[C@@H;D3;+0:6](-[OH;D1;+0:7])-[C:8].[#8:9]-[C:10]-[n+;H0;D3:11]1:[cH;D2;+0:12]:[c;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16]):[cH;D2;+0:17]:[cH;D2;+0:18]:[cH;D2;+0:19]:1>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[C:5])-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[C:8].[#8:9]-[C:10]-[N;H0;D3;+0:11]1-[CH;D2;+0:12]=[C;H0;D3;+0:13](-[C:14](-[N;D1;H2:15])=[O;D1;H0:16])-[CH2;D2;+0:17]-[CH;D2;+0:18]=[CH;D2;+0:19]-1,2
981,[#8:1]-[C:2]-[n+;H0;D3:3]1:[cH;D2;+0:4]:[cH;D2;+0:5]:[cH;D2;+0:6]:[c;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10]):[cH;D2;+0:11]:1.[O;D1;H0:12]=[C:13](-[O;D1;H1:14])-[CH2;D2;+0:15]-[CH2;D2;+0:16]-[c:17]>>[#8:1]-[C:2]-[N;H0;D3;+0:3]1-[CH;D2;+0:4]=[CH;D2;+0:5]-[CH2;D2;+0:6]-[C;H0;D3;+0:7](-[C:8](-[N;D1;H2:9])=[O;D1;H0:10])=[CH;D2;+0:11]-1.[O;D1;H0:12]=[C:13](-[O;D1;H1:14])/[CH;D2;+0:15]=[CH;D2;+0:16]\[c:17],2
982,[O;D1;H0:1]=[C:2]-[C;H0;D3;+0:3](-[O;D1;H1:4])=[O;H0;D1;+0:7].[O;D1;H1:6]-[CH;D2;+0:5]=[O;H0;D1;+0:8]>>[O;D1;H0:1]=[C:2]/[C;H0;D3;+0:3](-[O;D1;H1:4])=[CH;D2;+0:5]/[O;D1;H1:6].[O;H0;D1;+0:7]=[O;H0;D1;+0:8],2
